SKU,Descripcion,Categoria,Proveedor,PriceARS,StockQty
BLT169,Bisagra Tipo Municion para Soldar Hierro Pulido 100 x 100 x 2.5 mm - Blt,Varios,BlueTools,0,0
BLT1690160034,Broca Hammer Max 16 x 340 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690160060,Broca Hammer Max 16 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690180034,Broca Hammer Max 18 x 340 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690180060,Broca Hammer Max 18 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690200034,Broca Hammer Max 20 x 340 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690200060,Broca Hammer Max 20 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690220010,Broca Hammer Max 22 x 1000 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690220034,Broca Hammer Max 22 x 340 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690220060,Broca Hammer Max 22 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690250010,Broca Hammer Max 25 x 1000 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690250034,Broca Hammer Max 25 x 340 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690250060,Broca Hammer Max 25 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690280010,Broca Hammer Max 28 x 1000 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690280040,Broca Hammer Max 28 x 400 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690280060,Broca Hammer Max 28 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690300060,Broca Hammer Max 30 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690320060,Broca Hammer Max 32 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690350060,Broca Hammer Max 35 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT1690400060,Broca Hammer Max 40 x 600 mm - Ezeta,Herramientas Electricas,BlueTools,0,0
BLT169501SB,Pelacable Universal Ergonomico para Diestros - Knipex,Varios,BlueTools,0,0
BLT1695100028,Cincel Punta Sds Max x 280 mm - Ezeta,Varios,BlueTools,0,0
BLT1695225028,Cincel Chato Sds Max 25 x 280 mm - Ezeta,Varios,BlueTools,0,0
BLT1695225040,Cincel Chato Sds Max 25 x 400 mm - Ezeta,Varios,BlueTools,0,0
BLT169545028,Cincel Chato Sds Max 50 x 280 mm - Ezeta,Varios,BlueTools,0,0
BLT173629,Sikacim Ligante Bidon x 4 Lt - Sika,Varios,BlueTools,0,0
BLT173630,Sikacim Ligante Bidon x 10 Lt - Sika,Varios,BlueTools,0,0
BLT173690,Sikacim Ligante Bidon x 20 Lt - Sika,Varios,BlueTools,0,0
BLT17AGRIS,Boquilla Tobera Ps Ultra Gris - Hunter,Varios,BlueTools,0,0
BLT1806034,Aparejo Manual a Cable Acero - Duroll,Varios,BlueTools,0,0
BLT19000,Masilla para Durlock x 7 kg - Premier,Varios,BlueTools,0,0
BLT19001,Masilla para Durlock x 14 kg - Premier,Varios,BlueTools,0,0
BLT19002,Masilla para Durlock x 28 kg - Premier,Varios,BlueTools,0,0
BLT19003,Masilla para Durlock x 1.7 kg - Premier,Varios,BlueTools,0,0
BLT1902012005,Cortador Anular Diametro 12 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013005,Cortador Anular Diametro 13 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013006,Cortador Anular Diametro 14 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013007,Cortador Anular Diametro 15 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013008,Cortador Anular Diametro 16 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013009,Cortador Anular Diametro 17 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013010,Cortador Anular Diametro 18 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013011,Cortador Anular Diametro 19 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013012,Cortador Anular Diametro 20 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013013,Cortador Anular Diametro 21 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013014,Cortador Anular Diametro 22 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013015,Cortador Anular Diametro 23 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013016,Cortador Anular Diametro 24 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013017,Cortador Anular Diametro 25 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013018,Cortador Anular Diametro 26 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013019,Cortador Anular Diametro 27 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013020,Cortador Anular Diametro 28 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013021,Cortador Anular Diametro 29 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013022,Cortador Anular Diametro 30 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013023,Cortador Anular Diametro 32 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013024,Cortador Anular Diametro 35 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT1902013025,Cortador Anular Diametro 40 x 50 mm - Ezeta,Varios,BlueTools,0,0
BLT2001S,Pistola Pintar Gravedad Ind Sistema Hvlp 2 en 1 - Duroll,Varios,BlueTools,0,0
BLT2006IN,Terraja Industrial para Pvc 1 1/4 a 2 - Sanogas,Albañilería,BlueTools,0,0
BLT200X250B,Mensula para Estante 200 x 250 mm Blanca - Duroll,Soportes,BlueTools,0,0
BLT200X250N,Mensula para Estante 200 x 250 mm Negra - Duroll,Soportes,BlueTools,0,0
BLT202200,Pinza Universal 1000 v 200 mm 202200 - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2031,Destornillador Pl 5 x 75 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2032,Destornillador Pl 5.5 x 125 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2033,Destornillador Pl 5.5 x 200 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2034,Destornillador Pl 5.5 x 300 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2036,Destornillador Pl 6.5 x 100 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2037,Destornillador Pl 6.5 x 150 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2038,Destornillador Pl 6.5 x 300 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2040,Destornillador Pl 8 x 150 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2042,Destornillador Pl 8 x 300 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2044,Destornillador Pl 10 x 200 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2045,Destornillador Pl 12 x 250 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT206200,Pinza Universal 1000 v 200 mm 206200 - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2082,Destornillador Ph0 3.5 x 60 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2086,Destornillador Ph1 5 x 300 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2087,Destornillador Ph2 6 x 100 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2088,Destornillador Ph2 6 x 200 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2089,Destornillador Ph2 6 x 300 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2090,Destornillador Ph3 8 x 150 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT210,Escobillon Economico Sin Cabo - Barresola,Varios,BlueTools,0,0
BLT221024E,Guante Cuero Vaqueta Linc T 9 - Blt,Varios,BlueTools,0,0
BLT222025E,Guante Cuero Vaqueta Linc T 10 - Blt,Varios,BlueTools,0,0
BLT222026E,Guante Cuero Vaqueta Linc T 11 - Blt,Varios,BlueTools,0,0
BLT2285,Destornillador Ph1 5 x 30 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2286,Destornillador Ph2 6 x 30 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2289,Destornillador Pl 5 x 30 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2290,Destornillador Pl 6 x 30 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2300,Juego Destornillador 2Ph/3Pl x 5 unid. - Bondhus,Destornilladores,BlueTools,0,0
BLT2302,Juego Destornillador Planos x 5 unid. - Bondhus,Destornilladores,BlueTools,0,0
BLT2307,Juego Destornillador Ph x 4 unid. - Bondhus,Destornilladores,BlueTools,0,0
BLT2401,Destornillador Vde1000 v Pl 3 x 100 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2403,Destornillador Vde1000 v Pl 4 x 100 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2407,Destornillador Vde1000 v Pl 6.5 x 150 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2408,Destornillador Vde1000 v Pl 8 x 175 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2420,Destornillador Vde1000 v Ph0 3.5 x 60 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2421,Destornillador Vde1000 v Ph1 5 x 80 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2422,Destornillador Vde1000 v Ph2 6 x 100 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2423,Destornillador Vde1000 v Ph3 6 x 115 mm - Bondhus,Destornilladores,BlueTools,0,0
BLT2501,Juego Destornillador Dielectrico Vde1000 v Ph/Pl x 6 unid. - Bondhus,Destornilladores,BlueTools,0,0
BLT2502160,Pinza Punta Recta con Filo 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2506160,Pinza Punta Recta 1000 v 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT25090,Set Punzones x 6 unid. - Duroll,Juegos y Sets,BlueTools,0,0
BLT25091,Set Mini Cinceles x 5 unid. - Duroll,Juegos y Sets,BlueTools,0,0
BLT25093,Set Sacabocados Blister x 9 unid. - Tolsen,Juegos y Sets,BlueTools,0,0
BLT250X300B,Mensula para Estante 250 x 300 mm Blanca - Duroll,Soportes,BlueTools,0,0
BLT250X300N,Mensula para Estante 250 x 300 mm Negra - Duroll,Soportes,BlueTools,0,0
BLT2521160,Pinza Punta Curva 160 mm 2521160 - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2525160,Pinza Punta Curva 160 mm 2525160 - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2526160,Pinza Punta Curva 1000 v 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT25384,Set Formones Madera Profesional Blister x 4 unid. - Duroll,Juegos y Sets,BlueTools,0,0
BLT257203,Numeros para Marcar 3 mm x 9 unid. - Wokin,Varios,BlueTools,0,0
BLT257206,Numeros para Marcar 6 mm x 9 unid. - Wokin,Varios,BlueTools,0,0
BLT257303,Letras para Marcar 3 mm x 27 unid. - Wokin,Varios,BlueTools,0,0
BLT257306,Letras para Marcar 6 mm x 27 unid. - Wokin,Varios,BlueTools,0,0
BLT2616200,Pinza Punta Recta 1000 v 200 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT2626200,Pinza Punta Curva 1000 v 200 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT283,Grampa para Lavatorio Alta Bicromatizada - Blt,Bulonería,BlueTools,0,0
BLT28302,Esmalte Agua Satinado Blanco x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28303,Esmalte Agua Satinado Blanco x 1 - Premier,Pinturas,BlueTools,0,0
BLT28304,Esmalte Agua Satinado Blanco x 4 - Premier,Pinturas,BlueTools,0,0
BLT28312,Esmalte Agua Satinado Negro x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28313,Esmalte Agua Satinado Negro x 1 - Premier,Pinturas,BlueTools,0,0
BLT28314,Esmalte Agua Satinado Negro x 4 - Premier,Pinturas,BlueTools,0,0
BLT28322,Esmalte Agua Satinado Marron x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28323,Esmalte Agua Satinado Marron x 1 - Premier,Pinturas,BlueTools,0,0
BLT28324,Esmalte Agua Satinado Marron x 4 - Premier,Pinturas,BlueTools,0,0
BLT28332,Esmalte Agua Satinado Azul x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28333,Esmalte Agua Satinado Azul x 1 - Premier,Pinturas,BlueTools,0,0
BLT28334,Esmalte Agua Satinado Azul x 4 - Premier,Pinturas,BlueTools,0,0
BLT28342,Esmalte Agua Satinado Verde x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28343,Esmalte Agua Satinado Verde x 1 - Premier,Pinturas,BlueTools,0,0
BLT28344,Esmalte Agua Satinado Verde x 4 - Premier,Pinturas,BlueTools,0,0
BLT28352,Esmalte Agua Satinado Gris x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28353,Esmalte Agua Satinado Gris x 1 - Premier,Pinturas,BlueTools,0,0
BLT28354,Esmalte Agua Satinado Gris x 4 - Premier,Pinturas,BlueTools,0,0
BLT28363,Esmalte Agua Satinado Amarillo x 1 - Premier,Pinturas,BlueTools,0,0
BLT28364,Esmalte Agua Satinado Amarillo x 4 - Premier,Pinturas,BlueTools,0,0
BLT28372,Esmalte Agua Satinado Rojo x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28373,Esmalte Agua Satinado Rojo x 1 - Premier,Pinturas,BlueTools,0,0
BLT28374,Esmalte Agua Satinado Rojo x 4 - Premier,Pinturas,BlueTools,0,0
BLT28402,Esmalte Agua Brillante Negro x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28403,Esmalte Agua Brillante Negro x 1 - Premier,Pinturas,BlueTools,0,0
BLT28404,Esmalte Agua Brillante Negro x 4 - Premier,Pinturas,BlueTools,0,0
BLT28412,Esmalte Agua Brillante Blanco x 1/2 - Premier,Pinturas,BlueTools,0,0
BLT28413,Esmalte Agua Brillante Blanco x 1 - Premier,Pinturas,BlueTools,0,0
BLT28414,Esmalte Agua Brillante Blanco x 4 - Premier,Pinturas,BlueTools,0,0
BLT29103,Revestimiento para Piscina Plastica Azul x 1 - Premier,Pinturas,BlueTools,0,0
BLT29104,Revestimiento para Piscina Plastica Azul x 4 - Premier,Pinturas,BlueTools,0,0
BLT29106,Revestimiento para Piscina Plastica Azul x 20 - Premier,Pinturas,BlueTools,0,0
BLT291130,Revestimiento Texturado Blanco Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29119,Revestimiento Texturado Blanco Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291230,Revestimiento Texturado Chocolate Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29129,Revestimiento Texturado Chocolate Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291330,Revestimiento Texturado Espartillo Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29139,Revestimiento Texturado Espartillo Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291430,Revestimiento Texturado Beige Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29149,Revestimiento Texturado Beige Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291530,Revestimiento Texturado Gris Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29159,Revestimiento Texturado Gris Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291630,Revestimiento Texturado Amarillo Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29169,Revestimiento Texturado Amarillo Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291730,Revestimiento Texturado Trigal Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29179,Revestimiento Texturado Trigal Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291830,Revestimiento Texturado Ceramico Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29189,Revestimiento Texturado Ceramico Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT291930,Revestimiento Texturado Glaciar Grano Fino 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29199,Revestimiento Texturado Glaciar Grano Fino 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292030,Revestimiento Texturado Ceramico Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29209,Revestimiento Texturado Ceramico Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292130,Revestimiento Texturado Chocolate Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29219,Revestimiento Texturado Chocolate Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292230,Revestimiento Texturado Espartillo Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29229,Revestimiento Texturado Espartillo Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292330,Revestimiento Texturado Beige Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29239,Revestimiento Texturado Beige Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292430,Revestimiento Texturado Blanco Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29249,Revestimiento Texturado Blanco Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292530,Revestimiento Texturado Glaciar Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29259,Revestimiento Texturado Glaciar Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292630,Revestimiento Texturado Gris Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29269,Revestimiento Texturado Gris Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292730,Revestimiento Texturado Trigal Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29279,Revestimiento Texturado Trigal Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT292830,Revestimiento Texturado Amarillo Grano Medio 30 kg - Premier,Pinturas,BlueTools,0,0
BLT29289,Revestimiento Texturado Amarillo Grano Medio 6 kg - Premier,Pinturas,BlueTools,0,0
BLT293030,Revoque Plastico Chocolate 30 kg - Premier,Varios,BlueTools,0,0
BLT29309,Revoque Plastico Chocolate 6 kg - Premier,Varios,BlueTools,0,0
BLT293130,Revoque Plastico Ceramico 30 kg - Premier,Varios,BlueTools,0,0
BLT29319,Revoque Plastico Ceramico 6 kg - Premier,Varios,BlueTools,0,0
BLT293230,Revoque Plastico Espartillo 30 kg - Premier,Varios,BlueTools,0,0
BLT29329,Revoque Plastico Espartillo 6 kg - Premier,Varios,BlueTools,0,0
BLT293330,Revoque Plastico Amarillo 30 kg - Premier,Varios,BlueTools,0,0
BLT29339,Revoque Plastico Amarillo 6 kg - Premier,Varios,BlueTools,0,0
BLT293530,Revoque Plastico Beige 30 kg - Premier,Varios,BlueTools,0,0
BLT29359,Revoque Plastico Beige 6 kg - Premier,Varios,BlueTools,0,0
BLT293630,Revoque Plastico Glaciar 30 kg - Premier,Varios,BlueTools,0,0
BLT29369,Revoque Plastico Glaciar 6 kg - Premier,Varios,BlueTools,0,0
BLT293730,Revoque Plastico Trigal 30 kg - Premier,Varios,BlueTools,0,0
BLT29379,Revoque Plastico Trigal 6 kg - Premier,Varios,BlueTools,0,0
BLT293830,Revoque Plastico Gris 30 kg - Premier,Varios,BlueTools,0,0
BLT29389,Revoque Plastico Gris 6 kg - Premier,Varios,BlueTools,0,0
BLT293930,Revoque Plastico Blanco 30 kg - Premier,Varios,BlueTools,0,0
BLT29399,Revoque Plastico Blanco 6 kg - Premier,Varios,BlueTools,0,0
BLT300X350B,Mensula para Estante 300 x 350 mm Blanca - Duroll,Soportes,BlueTools,0,0
BLT300X350N,Mensula para Estante 300 x 350 mm Negra - Duroll,Soportes,BlueTools,0,0
BLT301160,Pinza Punta Plana 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT302160,Pinza Universal 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT302180,Pinza Universal 180 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT3025160,Pinza Punta Recta con Plana Larga 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT3036160,Pinza Punta Redonda 1000 v 160 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT306180,Pinza Universal 1000 v 180 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT307250,Pinza Universal 1000 v 250 mm - Knipex,Pinzas y Alicates,BlueTools,0,0
BLT31734,Set Llave Torx TLXS8 T9-T40 Corta - Bondhus,Llaves,BlueTools,0,0
BLT31834,Set Llave Torx TL x 8 T9-T40 Larga - Bondhus,Llaves,BlueTools,0,0
BLT32000,"Bit Estrella 2.5"" 63 mm para Bocallave T100 - Bondhus",Llaves,BlueTools,0,0
BLT32007,"Bit Estrella 2"" 50 mm para Bocallave T7 - Bondhus",Llaves,BlueTools,0,0
BLT32008,"Bit Estrella 2"" 50 mm para Bocallave T8 - Bondhus",Llaves,BlueTools,0,0
BLT32009B,"Bit Estrella 2"" 50 mm para Bocallave T9 - Bondhus",Llaves,BlueTools,0,0
BLT32010,"Bit Estrella 2"" 50 mm para Bocallave T10 - Bondhus",Llaves,BlueTools,0,0
BLT32015,"Bit Estrella 2"" 50 mm para Bocallave T15 - Bondhus",Llaves,BlueTools,0,0
BLT32020,"Bit Estrella 2"" 50 mm para Bocallave T20 - Bondhus",Llaves,BlueTools,0,0
BLT32025B,"Bit Estrella 2"" 50 mm para Bocallave T25 - Bondhus",Llaves,BlueTools,0,0
BLT32027,"Bit Estrella 2"" 50 mm para Bocallave T27 - Bondhus",Llaves,BlueTools,0,0
BLT32029,"Lima Bastarda Redonda 8"" Cabo Ergonomico Profesional - Duroll",Albañilería,BlueTools,0,0
BLT32030,"Bit Estrella 2"" 50 mm para Bocallave T30 - Bondhus",Llaves,BlueTools,0,0
BLT32040,"Bit Estrella 2"" 50 mm para Bocallave T40 - Bondhus",Llaves,BlueTools,0,0
BLT32045,"Bit Estrella 2"" 50 mm para Bocallave T45 - Bondhus",Llaves,BlueTools,0,0
BLT32046,Set Limas para Joyero Metal 100 mm x 6 unid. - Duroll,Albañilería,BlueTools,0,0
BLT32047,"Bit Estrella 2"" 50 mm para Bocallave T47 - Bondhus",Llaves,BlueTools,0,0
BLT32050,"Bit Estrella 2"" 50 mm para Bocallave T50 - Bondhus",Llaves,BlueTools,0,0
BLT32055,"Bit Estrella 2"" 50 mm para Bocallave T55 - Bondhus",Llaves,BlueTools,0,0
BLT32060,"Bit Estrella 2"" 50 mm para Bocallave T60 - Bondhus",Llaves,BlueTools,0,0
BLT32062,Taco Ny Universal para Hu 6 x 100 unid. - La Hacendosa,Varios,BlueTools,0,0
BLT32070,"Bit Estrella 2"" 50 mm para Bocallave T70 - Bondhus",Llaves,BlueTools,0,0
BLT32080,Taco Ny Universal para Hu 8 x 500 unid. - La Hacendosa,Varios,BlueTools,0,0
BLT32080B,"Bit Estrella 2"" 50 mm para Bocallave T80 - Bondhus",Llaves,BlueTools,0,0
BLT32081,Taco Ny Universal para Hu 8 x 100 unid. - La Hacendosa,Varios,BlueTools,0,0
BLT32090,"Bit Estrella 2.5"" 63 mm para Bocallave T90 - Bondhus",Llaves,BlueTools,0,0
BLT32101,Taco Ny Universal para Hu 10 x 50 unid. - La Hacendosa,Varios,BlueTools,0,0
BLT322175,Guante Cuero Descarne Soldador - Dp,Bocallaves y Dados,BlueTools,0,0
BLT323ESPR,Pinza Amperometrica 400A Ca/600 v Ca - Fluke,Pinzas y Alicates,BlueTools,0,0
BLT32434,Set Llave Torx Tamper TR-TL8 - Bondhus,Llaves,BlueTools,0,0
BLT32806,Llave Torx L T6 - Bondhus,Llaves,BlueTools,0,0
BLT32807,Llave Torx L T7 - Bondhus,Llaves,BlueTools,0,0
BLT32808,Llave Torx L T8 - Bondhus,Llaves,BlueTools,0,0
BLT32810,Llave Torx L T10 - Bondhus,Llaves,BlueTools,0,0
BLT32815,Llave Torx L T15 - Bondhus,Llaves,BlueTools,0,0
BLT32820,Llave Torx L T20 - Bondhus,Llaves,BlueTools,0,0
BLT32825,Llave Torx L T25 - Bondhus,Llaves,BlueTools,0,0
BLT32827,Llave Torx L T27 - Bondhus,Llaves,BlueTools,0,0
BLT32830,Llave Torx L T30 - Bondhus,Llaves,BlueTools,0,0
BLT32840,Llave Torx L T40 - Bondhus,Llaves,BlueTools,0,0
BLT32845,Llave Torx L T45 - Bondhus,Llaves,BlueTools,0,0
BLT32850,Llave Torx L T50 - Bondhus,Llaves,BlueTools,0,0
BLT32855,Llave Torx L T55 - Bondhus,Llaves,BlueTools,0,0
BLT32860,Llave Torx L T60 - Bondhus,Llaves,BlueTools,0,0
BLT33000,Tijera Cortacaño Pvc 3 - 42 mm - Duroll,Sanitaria,BlueTools,0,0
BLT33009,Llave Torx T T9 - Bondhus,Llaves,BlueTools,0,0
BLT33010,Llave Torx T T10 - Bondhus,Llaves,BlueTools,0,0
BLT33015,Llave Torx T T15 - Bondhus,Llaves,BlueTools,0,0
BLT33020,Llave Torx T T20 - Bondhus,Llaves,BlueTools,0,0
BLT33025,Llave Torx T T25 - Bondhus,Llaves,BlueTools,0,0
BLT33027,Llave Torx T T27 - Bondhus,Llaves,BlueTools,0,0
BLT33030,Llave Torx T T30 - Bondhus,Llaves,BlueTools,0,0
BLT33034,Set Llave T Torx TTH x 8 T9-T40 - Bondhus,Llaves,BlueTools,0,0
BLT33040,Llave Torx T T40 - Bondhus,Llaves,BlueTools,0,0
BLT33045,Llave Torx T T45 - Bondhus,Llaves,BlueTools,0,0
BLT33050,Llave Torx T T50 - Bondhus,Llaves,BlueTools,0,0
BLT330628,Cortacaño para Aluminio/Cobre 3 - 28 mm - Wokin,Sanitaria,BlueTools,0,0
BLT330864,Cortacaño para Aluminio/Cobre 6 - 64 mm - Wokin,Sanitaria,BlueTools,0,0
BLT33207,"Bit Hexagonal 2"" 50 mm para Bocallave 1/8"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33209,"Bit Hexagonal 2"" 50 mm para Bocallave 5/32"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33210,"Bit Hexagonal 2"" 50 mm para Bocallave 3/16"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33211,"Bit Hexagonal 2"" 50 mm para Bocallave 7/32"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33212,"Bit Hexagonal 2"" 50 mm para Bocallave 1/4"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33213,"Bit Hexagonal 2"" 50 mm para Bocallave 5/16"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33214,"Bit Hexagonal 2"" 50 mm para Bocallave 3/8"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33216,"Bit Hexagonal 2"" 50 mm para Bocallave 1/2"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33217,"Bit Hexagonal 2"" 50 mm para Bocallave 9/16"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33218,"Bit Hexagonal 2"" 50 mm para Bocallave 5/8"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33219,"Bit Hexagonal 2"" 50 mm para Bocallave 3/4"" - Bondhus",Bocallaves y Dados,BlueTools,0,0
BLT33256,"Bit Hexagonal 2"" 50 mm para Bocallave 3 mm - Bondhus",Bocallaves y Dados,BlueTools,0,0
